Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Голубое стекло
appliedenergistics2:facade:0, Кабельный фасад - Жёлтое стекло
appliedenergistics2:facade:0, Кабельный фасад - Лаймовое стекло
appliedenergistics2:facade:0, Кабельный фасад - Розовое стекло
appliedenergistics2:facade:0, Кабельный фасад - Серое стекло
appliedenergistics2:facade:0, Кабельный фасад - Светло-серое стекло
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовое стекло
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовое стекло
appliedenergistics2:facade:0, Кабельный фасад - Синее стекло
appliedenergistics2:facade:0, Кабельный фасад - Коричневое стекло
appliedenergistics2:facade:0, Кабельный фасад - Зелёное стекло
appliedenergistics2:facade:0, Кабельный фасад - Красное стекло
appliedenergistics2:facade:0, Кабельный фасад - Чёрное стекло
appliedenergistics2:facade:0, Кабельный фасад - Камень с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Каменный кирпич с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Замшелый каменный кирпич с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшийся каменный кирпич с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Резной каменный кирпич с монстрами
appliedenergistics2:facade:0, Кабельный фасад - Каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Замшелые каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшиеся каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Резные каменные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Гриб
appliedenergistics2:facade:0, Кабельный фасад - Гриб
appliedenergistics2:facade:0, Кабельный фасад - Арбуз
appliedenergistics2:facade:0, Кабельный фасад - Мицелий
appliedenergistics2:facade:0, Кабельный фасад - Незеритовые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Эндерняк
appliedenergistics2:facade:0, Кабельный фасад - Редстоуновый фонарь
appliedenergistics2:facade:0, Кабельный фасад - Изумрудная руда
appliedenergistics2:facade:0, Кабельный фасад - Изумрудный блок
appliedenergistics2:facade:0, Кабельный фасад - Редстоуновый блок
appliedenergistics2:facade:0, Кабельный фасад - Незер-кварцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Кварцевый блок
appliedenergistics2:facade:0, Кабельный фасад - Резной кварцевый блок
appliedenergistics2:facade:0, Кабельный фасад - Кварцевая колонна
appliedenergistics2:facade:0, Кабельный фасад - Белая керамика
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая керамика
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная керамика
appliedenergistics2:facade:0, Кабельный фасад - Голубая керамика
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая керамика
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая керамика
appliedenergistics2:facade:0, Кабельный фасад - Розовая керамика
appliedenergistics2:facade:0, Кабельный фасад - Серая керамика
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая керамика
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовая керамика
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая керамика
appliedenergistics2:facade:0, Кабельный фасад - Синяя керамика
appliedenergistics2:facade:0, Кабельный фасад - Коричневая керамика
appliedenergistics2:facade:0, Кабельный фасад - Зелёная керамика
appliedenergistics2:facade:0, Кабельный фасад - Красная керамика
appliedenergistics2:facade:0, Кабельный фасад - Чёрная керамика
appliedenergistics2:facade:0, Кабельный фасад - Листья акации
appliedenergistics2:facade:0, Кабельный фасад - Листья тёмного дуба
appliedenergistics2:facade:0, Кабельный фасад - Акация
appliedenergistics2:facade:0, Кабельный фасад - Тёмный дуб
appliedenergistics2:facade:0, Кабельный фасад - Блок слизи
appliedenergistics2:facade:0, Кабельный фасад - Призмарин
appliedenergistics2:facade:0, Кабельный фасад - Призмариновые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Тёмный призмарин
appliedenergistics2:facade:0, Кабельный фасад - Морской фонарь
appliedenergistics2:facade:0, Кабельный фасад - Сноп сена
appliedenergistics2:facade:0, Кабельный фасад - Терракота
appliedenergistics2:facade:0, Кабельный фасад - Угольный блок
appliedenergistics2:facade:0, Кабельный фасад - Плотный лёд
appliedenergistics2:facade:0, Кабельный фасад - Красный песчаник
appliedenergistics2:facade:0, Кабельный фасад - Резной красный песчаник
appliedenergistics2:facade:0, Кабельный фасад - Гладкий красный песчаник
appliedenergistics2:facade:0, Кабельный фасад - Пурпур
appliedenergistics2:facade:0, Кабельный фасад - Пурпуровый пилон
appliedenergistics2:facade:0, Кабельный фасад - Эндерняковые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Магма
appliedenergistics2:facade:0, Кабельный фасад - Блок нароста из Незера
appliedenergistics2:facade:0, Кабельный фасад - Красный незеритовый кирпич
appliedenergistics2:facade:0, Кабельный фасад - Костный блок
appliedenergistics2:facade:0, Кабельный фасад - Наблюдатель
appliedenergistics2:facade:0, Кабельный фасад - Белая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Голубая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Розовая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Серая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Синяя глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Коричневая глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Зелёная глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Красная глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Чёрная глазурованная керамика
appliedenergistics2:facade:0, Кабельный фасад - Белый бетон
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый бетон
appliedenergistics2:facade:0, Кабельный фасад - Пурпурный бетон
appliedenergistics2:facade:0, Кабельный фасад - Голубой бетон
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый бетон
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Розовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Серый бетон
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый бетон
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Синий бетон
appliedenergistics2:facade:0, Кабельный фасад - Коричневый бетон
appliedenergistics2:facade:0, Кабельный фасад - Зелёный бетон
appliedenergistics2:facade:0, Кабельный фасад - Красный бетон
appliedenergistics2:facade:0, Кабельный фасад - Чёрный бетон
appliedenergistics2:facade:0, Кабельный фасад - Белый цемент
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый цемент
appliedenergistics2:facade:0, Кабельный фасад - Пурпурный цемент
appliedenergistics2:facade:0, Кабельный фасад - Голубой цемент
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый цемент
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый цемент
appliedenergistics2:facade:0, Кабельный фасад - Розовый цемент
appliedenergistics2:facade:0, Кабельный фасад - Серый цемент
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый цемент
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый цемент
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый цемент
appliedenergistics2:facade:0, Кабельный фасад - Синий цемент
appliedenergistics2:facade:0, Кабельный фасад - Коричневый цемент
appliedenergistics2:facade:0, Кабельный фасад - Зелёный цемент
appliedenergistics2:facade:0, Кабельный фасад - Красный цемент
appliedenergistics2:facade:0, Кабельный фасад - Чёрный цемент
appliedenergistics2:facade:0, Кабельный фасад - Базальт
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Оловянная руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая руда
appliedenergistics2:facade:0, Кабельный фасад - Бронзовый блок
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Оловянный блок
appliedenergistics2:facade:0, Кабельный фасад - Урановый блок
appliedenergistics2:facade:0, Кабельный фасад - Укреплённый камень
appliedenergistics2:facade:0, Кабельный фасад - Базовый корпус машины
appliedenergistics2:facade:0, Кабельный фасад - Улучшенный корпус машины
appliedenergistics2:facade:0, Кабельный фасад - Реакторный корпус
appliedenergistics2:facade:0, Кабельный фасад - Серебряный блок
appliedenergistics2:facade:0, Кабельный фасад - Листва гевеи
appliedenergistics2:facade:0, Кабельный фасад - Древесина гевеи
appliedenergistics2:facade:0, Кабельный фасад - Леса
appliedenergistics2:facade:0, Кабельный фасад - Укреплённые леса
appliedenergistics2:facade:0, Кабельный фасад - Железные леса
appliedenergistics2:facade:0, Кабельный фасад - Укреплённые железные леса
appliedenergistics2:facade:0, Кабельный фасад - Строительная пена
appliedenergistics2:facade:0, Кабельный фасад - Укреплённая строительная пена
appliedenergistics2:facade:0, Кабельный фасад - Чёрный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Синий пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Коричневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Зелёный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Голубой пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Сиреневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Розовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Красный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Белый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Огнеупорные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с железной каймой
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с золотой каймой
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с алмазной каймой
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с изумрудной каймой
appliedenergistics2:facade:0, Кабельный фасад - Булыжник с кварцевой каймой
appliedenergistics2:facade:0, Кабельный фасад - Тотем рассвета
appliedenergistics2:facade:0, Кабельный фасад - Тотем сумерок
appliedenergistics2:facade:0, Кабельный фасад - Порче-тыква
appliedenergistics2:facade:0, Кабельный фасад - Taint o' Lantern
appliedenergistics2:facade:0, Кабельный фасад - Блок мифриллиума
appliedenergistics2:facade:0, Кабельный фасад - Блок адаминита
appliedenergistics2:facade:0, Кабельный фасад - Блок мифминита
appliedenergistics2:facade:0, Кабельный фасад - Доски из заражённой древесины
appliedenergistics2:facade:0, Кабельный фасад - Резной янтарный блок
appliedenergistics2:facade:0, Кабельный фасад - Обрамленное железом великое дерево
appliedenergistics2:facade:0, Кабельный фасад - Обитое латунью серебрянное дерево
appliedenergistics2:facade:0, Кабельный фасад - Выточенное великое дерево
appliedenergistics2:facade:0, Кабельный фасад - Янтарный фонарь
appliedenergistics2:facade:0, Кабельный фасад - Руда истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Заряженная руда истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Блок истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Колонна истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Резной блок истинного кварца
appliedenergistics2:facade:0, Кабельный фасад - Кварцевое стекло
appliedenergistics2:facade:0, Кабельный фасад - Энергичное кварцевое стекло
appliedenergistics2:facade:0, Кабельный фасад - Изменчивый блок
appliedenergistics2:facade:0, Кабельный фасад - Небесный камень
appliedenergistics2:facade:0, Кабельный фасад - Блок небесного камня
appliedenergistics2:facade:0, Кабельный фасад - Кирпич небесного камня
appliedenergistics2:facade:0, Кабельный фасад - Малый кирпич небесного камня
appliedenergistics2:facade:0, Кабельный фасад - Янтароносный камень
appliedenergistics2:facade:0, Кабельный фасад - Киноварь
appliedenergistics2:facade:0, Кабельный фасад - Кварцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Мистический камень
appliedenergistics2:facade:0, Кабельный фасад - Кирпичи из мистического камня
appliedenergistics2:facade:0, Кабельный фасад - Древний камень
appliedenergistics2:facade:0, Кабельный фасад - Плита из древнего камня
appliedenergistics2:facade:0, Кабельный фасад - Древний булыжник
appliedenergistics2:facade:0, Кабельный фасад - Расписанный камень
appliedenergistics2:facade:0, Кабельный фасад - Древний Барьер
appliedenergistics2:facade:0, Кабельный фасад - Потусторонний камень
appliedenergistics2:facade:0, Кабельный фасад - Пористый камень
appliedenergistics2:facade:0, Кабельный фасад - Бревно великого дерева
appliedenergistics2:facade:0, Кабельный фасад - Бревно серебряного дерева
appliedenergistics2:facade:0, Кабельный фасад - Листья великого дерева
appliedenergistics2:facade:0, Кабельный фасад - Листья серебряного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из великого дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из серебряного дерева
appliedenergistics2:facade:0, Кабельный фасад - Янтарный блок
appliedenergistics2:facade:0, Кабельный фасад - Янтарные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Блок плоти
appliedenergistics2:facade:0, Кабельный фасад - Поверхностное заражение
appliedenergistics2:facade:0, Кабельный фасад - Заражённая почва
appliedenergistics2:facade:0, Кабельный фасад - Заражённый камень
appliedenergistics2:facade:0, Кабельный фасад - Заражённый гейзер
appliedenergistics2:facade:0, Кабельный фасад - Бревно Зараженного дерева
appliedenergistics2:facade:0, Кабельный фасад - Дёрн окружения
appliedenergistics2:facade:0, Кабельный фасад - Латунный блок
appliedenergistics2:facade:0, Кабельный фасад - Блок таумиума
appliedenergistics2:facade:0, Кабельный фасад - Блок пустотного металла
appliedenergistics2:facade:0, Кабельный фасад - Алхимическая конструкция
appliedenergistics2:facade:0, Кабельный фасад - Продвинутая алхимическая конструкция
appliedenergistics2:facade:0, Кабельный фасад - Наполняющий камень скорости
appliedenergistics2:facade:0, Кабельный фасад - Наполняющий камень затрат
appliedenergistics2:facade:0, Кабельный фасад - Вис-батарея
appliedenergistics2:facade:0, Кабельный фасад - Пустое пространство
appliedenergistics2:facade:0, Кабельный фасад - tile.dungeonmobs.lavarock.name
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок люминесценции
appliedenergistics2:facade:0, Кабельный фасад - Блок звезд из Незера
appliedenergistics2:facade:0, Кабельный фасад - Блок кристалтина
appliedenergistics2:facade:0, Кабельный фасад - Блок максимальных слитков
appliedenergistics2:facade:0, Кабельный фасад - Блок эндер-слитков
appliedenergistics2:facade:0, Кабельный фасад - Блок Эндер-звёзд
appliedenergistics2:facade:0, Кабельный фасад - Блок усиленных эндер-слитков
appliedenergistics2:facade:0, Кабельный фасад - Корпус из чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Фонарь из чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Фонарь из чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Блок чёрного железа
appliedenergistics2:facade:0, Кабельный фасад - Верстак
appliedenergistics2:facade:0, Кабельный фасад - Single Compressed Obsidian
appliedenergistics2:facade:0, Кабельный фасад - Double Compressed Obsidian
appliedenergistics2:facade:0, Кабельный фасад - Тёмный мрамор
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Рестония
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Палис
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Диаматин
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Пустоты
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Эмерадик
appliedenergistics2:facade:0, Кабельный фасад - Кристаллический блок Энори
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Рестония
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Палиса
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Диаматина
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Пустоты
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Эмерадика
appliedenergistics2:facade:0, Кабельный фасад - Усиленный кристальный блок Энори
appliedenergistics2:facade:0, Кабельный фасад - Эфирный зеленый блок
appliedenergistics2:facade:0, Кабельный фасад - Эфирный кварц
appliedenergistics2:facade:0, Кабельный фасад - Белая лампа
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая лампа
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная лампа
appliedenergistics2:facade:0, Кабельный фасад - Светло-синяя лампа
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая лампа
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая лампа
appliedenergistics2:facade:0, Кабельный фасад - Розовая лампа
appliedenergistics2:facade:0, Кабельный фасад - Серая лампа
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая лампа
appliedenergistics2:facade:0, Кабельный фасад - Голубая лампа
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая лампа
appliedenergistics2:facade:0, Кабельный фасад - Синяя лампа
appliedenergistics2:facade:0, Кабельный фасад - Коричневая лампа
appliedenergistics2:facade:0, Кабельный фасад - Зелёная лампа
appliedenergistics2:facade:0, Кабельный фасад - Красная лампа
appliedenergistics2:facade:0, Кабельный фасад - Чёрная лампа
appliedenergistics2:facade:0, Кабельный фасад - Белая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Оранжевая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Пурпурная лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Светло-синяя лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Жёлтая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Лаймовая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Розовая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Серая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Светло-серая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Голубая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Синяя лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Коричневая лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Зелёная лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Красная лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Чёрная лампа (Вкл.)
appliedenergistics2:facade:0, Кабельный фасад - Контроллер лампы
appliedenergistics2:facade:0, Кабельный фасад - Сундук с сокровищами
appliedenergistics2:facade:0, Кабельный фасад - Колонна из черного кварца
appliedenergistics2:facade:0, Кабельный фасад - Выточенный блок из черного кварца
appliedenergistics2:facade:0, Кабельный фасад - Блок черного кварца
appliedenergistics2:facade:0, Кабельный фасад - Черная кварцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Деревянный корпус
appliedenergistics2:facade:0, Кабельный фасад - Блок древесного угля
appliedenergistics2:facade:0, Кабельный фасад - Блок эндер жемчуга
appliedenergistics2:facade:0, Кабельный фасад - Корпус
appliedenergistics2:facade:0, Кабельный фасад - Эндер корпус
appliedenergistics2:facade:0, Кабельный фасад - Железный корпус
appliedenergistics2:facade:0, Кабельный фасад - Рамка портала
appliedenergistics2:facade:0, Кабельный фасад - Липкая руда
appliedenergistics2:facade:0, Кабельный фасад - Глиняная руда
appliedenergistics2:facade:0, Кабельный фасад - Rich Gold Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Iron Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Coal Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Emerald Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Redstone Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Lapis Ore
appliedenergistics2:facade:0, Кабельный фасад - Rich Diamond Ore
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:encoded_pattern, Кодированный шаблон
appliedenergistics2:paint_ball:0, Шар с краской - Белый
appliedenergistics2:paint_ball:1, Шар с краской - Оранжевый
appliedenergistics2:paint_ball:2, Шар с краской - Сиреневый
appliedenergistics2:paint_ball:3, Шар с краской - Светло-синий
appliedenergistics2:paint_ball:4, Шар с краской - Жёлтый
appliedenergistics2:paint_ball:5, Шар с краской - Лаймовый
appliedenergistics2:paint_ball:6, Шар с краской - Розовый
appliedenergistics2:paint_ball:7, Шар с краской - Серый
appliedenergistics2:paint_ball:8, Шар с краской - Светло-серый
appliedenergistics2:paint_ball:9, Шар с краской - Бирюзовый
appliedenergistics2:paint_ball:10, Шар с краской - Фиолетовый
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
appliedenergistics2:paint_ball:34, Шар с краской - Люмен Красный
appliedenergistics2:paint_ball:35, Шар с краской - Люмен Чёрный
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Продвинутая карта
appliedenergistics2:material:44, Ядро истребления
appliedenergistics2:material:25, Базовая карта
appliedenergistics2:material:52, Пустой шаблон
appliedenergistics2:material:23, Вычислительный процессор
appliedenergistics2:material:13, Вычислительный пресс для высекателя
appliedenergistics2:material:16, Отпечатанный вычислительный контур
appliedenergistics2:material:27, Карта ёмкости
appliedenergistics2:material:53, Карта крафта
appliedenergistics2:material:29, Карта нечёткости
appliedenergistics2:material:31, Карта инвертирования
appliedenergistics2:material:26, Карта красного камня
appliedenergistics2:material:30, Карта ускорения
appliedenergistics2:material:34, 128³ пространственный компонент
appliedenergistics2:material:37, 16К МЭ компонент хранения
appliedenergistics2:material:33, 16³ пространственный компонент
appliedenergistics2:material:35, 1К МЭ компонент хранения
appliedenergistics2:material:32, 2³ пространственный компонент
appliedenergistics2:material:36, 4К МЭ компонент хранения
appliedenergistics2:material:38, 64К МЭ компонент хранения
appliedenergistics2:material:0, Кристалл истинного кварца
appliedenergistics2:material:1, Заряженный кристалл истинного кварца
appliedenergistics2:material:2, Пыль истинного кварца
appliedenergistics2:material:39, МЭ корпус ячейки хранения
appliedenergistics2:material:46, Пыль Края
appliedenergistics2:material:24, Инженерный процессор
appliedenergistics2:material:14, Инженерный пресс для высекателя
appliedenergistics2:material:17, Отпечатанный инженерный контур
appliedenergistics2:material:4, Мука
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Изменчивый кристалл
appliedenergistics2:material:8, Изменчивая пыль
appliedenergistics2:material:9, Изменчивая жемчужина
appliedenergistics2:material:43, Ядро формирования
appliedenergistics2:material:51, Золотая пыль
appliedenergistics2:material:49, Железная пыль
appliedenergistics2:material:22, Логический процессор
appliedenergistics2:material:15, Логический пресс для высекателя
appliedenergistics2:material:18, Отпечатанный логический контур
appliedenergistics2:material:6, Шарик материи
appliedenergistics2:material:21, Именующий пресс для высекателя
appliedenergistics2:material:3, Пыль кварца Нижнего мира
appliedenergistics2:material:10, Чистый кристалл истинного кварца
appliedenergistics2:material:12, Чистый изменчивый кристалл
appliedenergistics2:material:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:material:48, Квантовая запутанная сингулярность
appliedenergistics2:material:5, Кремний
appliedenergistics2:material:19, Кремниевый пресс для высекателя
appliedenergistics2:material:20, Отпечатанный кремний
appliedenergistics2:material:47, Сингулярность
appliedenergistics2:material:45, Пыль небесного камня
appliedenergistics2:material:41, Беспроводной приёмник
appliedenergistics2:material:42, Беспроводной усилитель
appliedenergistics2:material:40, Деревянная шестерня
appliedenergistics2:part:300, МЭ плоскость истребления
appliedenergistics2:part:120, Кабельный якорь
appliedenergistics2:part:20, МЭ закрытый кабель - Белый
appliedenergistics2:part:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:part:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:part:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:part:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:part:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:part:26, МЭ закрытый кабель - Розовый
appliedenergistics2:part:27, МЭ закрытый кабель - Серый
appliedenergistics2:part:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:part:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:part:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:part:31, МЭ закрытый кабель - Синий
appliedenergistics2:part:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:part:33, МЭ закрытый кабель - Зелёный
